PI,AA,AB,AG,LA,LB,LC,NR,GY,IP,AL,AR,SU,BA,AC,AH,TRI,TRII,DG,KD,CC,CP,CA,PP,PA,AA,NC,NA,HB
4WNZ,90,90,90,63.997,63.997,195.344,301,-0.153,6.52,41.86,7.31,1,15.28,19.93,10.63,47.18,52.82,-10.8,1.10E-08,21,16,33,2,13,17,38.82,40.68,396
4WQ3,90,91.47,90,49.56,79.31,57.02,173,-0.367,4.73,31.21,11.56,6.36,12.72,24.86,12.14,47.4,52.6,-12.6,5.50E-10,13,29,23,12,28,56,32.06,34.35,412
4WU2,90,102.42,90,45.98,137.67,80.01,342,-0.697,9.18,32.75,10.82,2.34,19.3,18.42,10.82,42.98,57.02,-6.5,1.60E-05,8,4,13,2,4,22,33.41,39.4,607
4WVX,90,99.33,90,51.398,89.38,89.915,326,-0.216,5.14,38.65,9.51,5.21,13.19,19.94,8.28,47.55,52.45,-11.8,2.20E-09,15,7,40,3,17,62,32.55,44.58,662
4WY5,106.81,116.37,103.64,56.691,64.528,64.792,332,0.052,6.05,44.28,8.13,0.6,12.95,17.17,11.14,42.77,57.23,-8,1.30E-06,9,6,12,1,14,25,29.04,47.82,550
4WYP,90,90,90,76.776,51.725,58.158,125,-0.66,8.39,23.2,7.2,10.4,14.4,21.6,20,39.2,60.8,-7.6,2.50E-06,0,10,0,7,6,0,23.08,27.4,214
4X08,90,111.09,90,92.867,51.104,55.601,134,-0.61,11.1,26.12,8.96,7.46,17.91,20.9,9.7,48.51,51.49,-8.8,3.30E-07,1,4,9,7,15,8,23.42,36.94,267
4X0F,90,90,120,137.4,137.4,142.97,655,-0.576,4.66,29.92,7.48,4.12,13.28,26.72,14.66,45.19,54.81,-25.4,2.20E-19,15,43,49,25,81,107,31.58,31.75,886
4X24,90,110,90,52.898,72.708,61.621,244,0.207,5.04,44.67,6.56,4.51,10.25,20.49,10.25,46.31,53.69,-11.4,4.10E-09,12,0,22,13,29,54,25,45.07,472
4X68,90,90.8,90,74.027,54.781,75.667,357,-0.327,8.56,41.18,9.52,1.68,12.04,19.05,9.52,45.1,54.9,-9.7,8.30E-08,9,13,24,1,11,11,29.05,41.91,683
4XBA,90,111.25,90,52.761,72.509,53.926,200,-0.313,6.96,29,10,6,16.5,19,15,45.5,54.5,-8.6,5.30E-07,7,13,5,4,11,9,28.9,33.55,388
4XFQ,90,100.25,90,56.644,91.058,57.984,305,0.027,7.35,40.66,9.84,5.25,10.82,16.72,14.75,45.57,54.43,-13.8,7.30E-11,7,5,29,11,30,55,19.23,41.11,559
4XH8,90,90,90,92.34,92.34,150.35,267,-0.137,6.57,42.7,5.62,3.37,12.73,16.85,12.36,40.45,59.55,-16.1,1.40E-12,4,14,29,13,51,106,22.85,47.85,344
4XHC,90,90,90,148.43,148.43,202.16,543,-0.181,6.42,36.83,11.42,3.87,12.34,19.71,10.87,49.54,50.46,-14.6,1.80E-11,15,18,19,3,32,20,27.62,40.06,991
4XJR,90,90,90,81.85,98.303,103.261,454,-0.317,8.09,32.38,8.15,4.41,13.22,18.5,17.18,43.83,56.17,-17.7,1.10E-13,4,19,13,8,48,79,25.23,30.94,728
4XUK,90,90,90,76.812,82.735,99.767,291,-0.37,7.8,36.43,10.65,1.03,14.09,21.31,11.34,38.83,61.17,-12.5,7.10E-10,6,30,26,4,22,35,27.68,37.6,534
4XUV,90,90,90,126.258,126.258,117.307,373,-0.126,5.76,41.02,11.8,3.49,12.33,18.5,9.65,48.26,51.74,-11.2,5.80E-09,14,7,26,4,16,30,31.33,38.31,666
4XXO,90,90,120,94.752,94.752,213.962,203,-0.422,7.1,33.5,12.32,4.93,14.78,20.69,8.87,45.81,54.19,-10.9,9.40E-09,14,13,33,1,6,13,25.26,39.1,311
4XZZ,90,90,90,62.963,91.028,127.799,339,-0.657,9.59,29.2,13.27,3.24,17.11,23.01,11.21,44.54,55.46,-10.3,3.00E-08,2,9,14,3,17,37,35.93,29.87,577
4Y1F,90,90,90,81.313,94.15,42.198,179,-0.365,4.8,38.55,6.15,1.12,15.08,24.58,10.61,39.11,60.89,-8.7,4.10E-07,16,13,17,2,8,3,38.53,35.06,324
4Y7D,90,90,90,67.404,75.394,126.536,302,-0.036,5.91,46.36,5.3,2.98,13.25,15.56,11.59,41.06,58.94,-5.3,1.20E-04,1,2,12,1,8,24,31.08,49.46,567
4Y7E,90,90,90,65.709,100.706,104.737,346,-0.277,5.89,42.77,7.8,2.6,13.29,17.92,10.12,39.02,60.98,-8.2,1.00E-06,7,6,18,0,8,8,27.45,44.29,641
4Y7I,90,90,90,69.573,77.188,197.793,392,-0.302,7.51,30.36,11.99,6.38,14.8,19.9,11.99,47.7,52.3,-9.1,2.20E-07,1,6,10,1,14,30,29.08,37.03,763
4YER,90,90,90,61.31,101.18,110.21,328,-0.332,7.8,36.59,7.93,4.57,18.9,19.21,9.15,50.3,49.7,-11.4,4.70E-09,17,10,23,3,20,11,37.76,38.69,460
4YFG,107.65,94.44,108.47,70.491,72.628,94.407,488,-0.436,6.36,32.99,6.56,3.28,11.68,20.49,16.6,44.67,55.33,-14.7,1.70E-11,20,11,32,6,26,29,23.74,41.68,694
4YIH,111.18,88.16,104.7,38.818,46.451,61.738,195,-0.395,6.63,34.87,8.72,3.59,17.95,20.51,7.69,54.36,45.64,-8.7,4.10E-07,5,4,18,2,14,39,41.51,35.09,363
4YIN,90,90,90,46.725,91.182,125.284,246,-0.248,9.03,36.99,10.16,2.44,12.6,21.14,13.41,44.72,55.28,-13.4,1.40E-10,21,8,34,2,14,12,30.21,34.9,448
4YIW,90,100.29,90,50.183,81.676,104.529,451,-0.237,6.15,39.69,4.88,5.1,15.52,20.18,10.2,42.79,57.21,-7.3,4.20E-06,11,2,17,2,6,28,35.14,40,775
4YKE,90,90,90,56.722,56.555,304.562,548,-0.643,6.42,31.02,7.66,3.47,17.7,24.82,9.85,45.62,54.38,-11.4,4.70E-09,13,10,50,1,4,22,36.71,34.62,541
4YO8,90,113.08,90,65.091,69.446,65.566,245,0.099,6.27,41.22,8.16,3.67,14.69,18.78,11.43,42.86,57.14,-11.9,1.70E-09,19,12,34,7,20,44,31.02,43.23,454
4YQH,90,90,90,50.15,81.495,159.677,321,-0.204,6.69,31.78,10.28,7.48,13.71,20.56,12.15,51.4,48.6,-8.9,3.10E-07,14,5,7,1,8,14,26.56,37.76,659
4YR1,90,90,120,161.42,161.42,140.051,443,-0.34,6.19,42.44,4.97,2.48,11.51,20.32,14,35.67,64.33,-24.3,1.60E-18,28,49,64,32,74,108,30.14,37.88,925
4YS7,90,90,90,49.975,81.63,160.631,322,-0.198,6.69,31.99,10.25,7.45,13.66,20.5,12.11,51.24,48.76,-8.6,5.20E-07,10,6,8,1,8,13,26.53,37.89,678
4YSB,90,90,120,116.603,116.603,65.061,233,-0.275,5.75,39.06,6.01,2.15,13.3,21.46,13.73,45.06,54.94,-8.8,3.60E-07,16,11,22,3,7,9,29.97,41.37,488
4YSK,90,90,90,79.505,79.505,94.523,294,-0.175,5.34,38.1,7.82,5.1,12.93,20.41,10.88,46.26,53.74,-12.5,7.10E-10,6,6,25,6,30,48,30.25,42.75,572
4YZG,90,109.15,90,55.399,73.879,81.998,302,-0.269,5.25,38.74,8.28,3.31,15.23,21.52,11.92,46.36,53.64,-6.5,1.70E-05,8,7,10,1,4,15,38.63,35.21,546
4Z54,99.29,100.77,108.39,43.41,44.55,78.95,287,-0.574,7.99,31.36,8.01,3.83,18.82,24.39,10.1,50.17,49.83,-10,4.30E-08,11,23,27,13,20,23,40.89,32.02,503
4Z7R,90,95.49,90,45.431,51.991,120.536,299,-0.019,5.01,43.81,5.02,4.01,11.04,18.39,12.71,46.82,53.18,-14.8,1.30E-11,15,28,39,9,32,46,30.06,41.57,560
4ZBW,113.34,116.89,90.12,51.36,52.106,56.596,190,-0.492,4.73,31.58,7.37,4.74,15.79,27.89,11.05,58.42,41.58,-7.1,6.10E-06,9,6,7,0,5,2,43.51,29.47,354
4ZG0,90,103.93,90,45.318,68.701,66.191,212,-0.05,9.71,41.04,8.02,4.25,14.62,15.09,11.79,48.11,51.89,-14.9,1.20E-11,8,4,45,4,30,58,27.68,45.67,340
4ZHK,90,90,120,175.668,175.668,86.297,533,-0.26,6.41,32.65,13.51,2.81,13.13,19.89,11.44,44.47,55.35,-14.5,2.20E-11,16,38,36,11,28,16,28.36,36.5,951
4ZI5,90,90,90,55.613,73.414,113.057,250,-0.138,5.29,42,9.2,4.8,12.4,17.2,10.4,39.2,60.8,-8.4,6.50E-07,10,14,12,3,14,25,28.84,44.2,522
4ZO2,90,90,90,53.257,97.88,110.871,294,-0.106,7.23,37.41,10.54,1.7,15.31,19.05,11.22,37.07,62.93,-9.2,1.80E-07,4,5,10,3,19,28,29.85,41.33,544
4ZO5,90,90,90,51.07,81.38,159.18,323,-0.207,6.74,31.58,10.22,7.74,13.93,20.43,12.07,51.39,48.61,-6.8,9.70E-06,0,2,7,0,4,16,25.67,38.4,636
4ZPX,74.61,87.11,83.45,40.62,61.599,76.321,413,-0.163,8.45,40.19,5.08,5.08,16.22,18.89,9.93,50.36,49.64,-7.1,6.20E-06,11,5,23,3,4,5,40.09,37.28,561
4ZRS,90,110.62,90,52.156,101.79,69.822,306,-0.166,6.32,41.5,9.15,3.92,13.4,16.67,9.8,41.18,58.82,-7.7,2.40E-06,9,0,26,0,6,36,27.32,49.87,542
4ZST,90,106.6,90,45.528,80.638,78.726,337,0.09,7.05,43.62,7.12,2.97,11.57,15.73,14.84,45.7,54.3,-12.6,6.10E-10,11,9,38,6,22,36,29.22,42.82,661
4ZUP,90,96.98,90,44.715,120.903,64.146,341,0.028,5.2,45.16,10.56,2.64,11.14,15.54,9.68,38.42,61.58,-17.7,1.10E-13,24,12,46,4,39,70,29.57,48.87,728
4ZWO,90,110.08,90,103.391,67.944,140.45,440,-0.35,5.19,35.68,11.59,3.18,13.64,24.77,6.36,45.68,54.32,-16,1.70E-12,20,19,29,3,34,54,30.72,40.61,833
4ZXP,90,90,90,44.718,73.628,124.201,199,-0.261,9.64,43.22,6.03,3.02,17.09,19.1,6.53,42.71,57.29,-8.1,1.10E-06,1,7,13,3,15,26,33.58,39.55,329
5A71,88.74,97.15,108.44,39.67,48.94,71.61,317,0.037,5.89,40.06,7.57,3.15,5.68,15.77,18.3,37.54,62.46,-6.7,1.30E-05,0,1,8,1,6,18,15.38,48.88,718
5ACP,90,95.26,90,38.757,133.619,40.702,250,-0.139,5.8,40.4,7.6,2,12.8,18.4,14.4,43.2,56.8,-7.5,3.40E-06,7,0,16,0,2,26,30.46,37.42,350
5ACR,90,96.5,90,38.532,129.732,40.396,250,-0.126,5.54,40.4,8,2,12.4,18.4,14.4,43.2,56.8,-7.8,1.90E-06,8,2,19,0,2,28,30.74,37.5,374
5ACS,90,94.83,90,38.434,131.222,40.842,250,-0.112,5.54,40.8,7.6,2,12.4,18.4,14.4,42.8,57.2,-8.6,5.00E-07,10,0,15,0,6,36,31.12,36.71,355
5ACX,90,130.18,90,101.23,79.22,67.64,266,0.102,4.81,45.11,7.52,1.13,9.77,16.17,15.04,43.98,56.02,-7.6,2.70E-06,3,6,8,1,12,16,25.72,45.02,446
5AES,90,90,90,166.81,166.81,166.81,293,-0.082,5.44,44.37,6.14,4.1,12.29,17.41,10.24,48.46,51.54,-10.6,1.80E-08,2,10,9,5,32,33,31.71,44.76,470
5AIF,90,90,120,96.37,96.37,57.81,125,-0.087,4.44,36,11.2,8.8,10.4,20.8,9.6,46.4,53.6,-10.8,1.30E-08,7,2,28,0,18,30,27.03,48.11,328
5AQ0,90,90.18,90,39.773,46.051,42.73,82,0.13,7.78,42.68,8.54,1.22,10.98,13.41,18.29,39.02,60.98,-6.9,9.10E-06,0,4,2,1,9,5,17.91,46.27,151
5AXH,90,90,90,78.334,99.179,169.254,618,-0.511,7.04,34.14,13.59,2.1,15.21,23.46,7.93,42.23,57.77,-8.7,4.40E-07,4,9,16,9,15,25,36.96,30.98,1118
5B6O,90,90,90,63.682,90.237,110.268,316,-0.067,7.66,36.08,9.81,6.65,11.08,18.67,13.61,43.67,56.33,-16.1,1.60E-12,9,13,25,7,39,39,22.45,40.51,551
5B7N,90,90,120,103.085,103.085,118.923,248,-0.183,5.56,41.53,8.06,2.82,11.69,20.16,11.69,45.97,54.03,-22.7,2.30E-17,15,25,54,11,64,75,28.3,45.66,507
5B7P,90,90,120,102.725,102.725,118.653,249,-0.176,5.56,41.77,8.03,2.81,11.65,20.08,11.65,45.78,54.22,-22.3,4.10E-17,15,25,51,11,64,74,28.12,46.01,462
5BU6,90,108,90,47.947,77.785,76.861,277,-0.296,7.42,36.82,7.94,2.53,13.72,18.77,13,44.4,55.6,-6.5,1.60E-05,4,2,12,0,3,19,27,42.5,484
5BWF,90,90,120,218.241,218.241,84.675,485,-0.479,5.6,32.99,13.81,2.47,13.4,20.21,11.34,41.44,58.56,-14.6,2.00E-11,11,9,27,8,37,51,35.73,37.48,959
5BWI,90,90,90,125.03,125.03,125.16,446,0.123,5.57,48.65,8.07,1.79,6.73,15.25,13.45,35.65,64.35,-12.8,4.40E-10,7,5,30,8,29,37,16.7,51.13,861
5C2Y,90,90,90,119.009,119.009,69.43,183,-0.514,4.98,28.96,9.84,5.46,15.85,24.04,11.48,48.09,51.91,-10.4,2.30E-08,16,6,14,3,15,13,37.36,32.6,352
5C5Z,90,90,90,57.628,66.364,69.873,137,-0.277,6.75,40.88,6.57,3.65,16.79,18.25,10.95,47.45,52.55,-7.9,1.60E-06,6,6,20,1,6,37,26.5,43.5,201
5C66,90,90,120,161.26,161.26,139.432,459,-0.385,5.62,40.96,5.23,2.61,11.55,20.92,13.94,36.17,63.83,-24.1,2.00E-18,27,47,61,32,75,104,30.8,37.17,975
5C6K,90,97.33,90,215.004,54.42,38.61,292,-0.414,9.97,34.59,7.19,3.42,18.49,17.81,14.04,43.49,56.51,-18.9,1.40E-14,3,13,23,6,59,72,30,41.25,302
5C7T,90,90,90,75.594,103.402,51.623,182,-0.459,6.73,35.71,9.34,2.75,17.58,23.08,7.69,52.75,47.25,-22,7.00E-17,28,15,73,6,39,90,35.09,35.85,332
5CCU,90,114.3,90,192.841,48.98,120.304,500,-0.291,5.02,38.6,8.4,3.2,9.8,18.6,12.8,40,60,-6.3,2.50E-05,3,0,4,0,9,45,24.54,48.24,822
5CDE,90,90,90,81.088,101.947,111.509,398,0.056,5.49,46.48,6.53,4.27,10.55,17.84,8.29,47.49,52.51,-10.9,1.00E-08,27,6,33,0,8,45,22.06,51.84,755
5CG7,90,101.14,90,81.44,76.45,94.94,271,-0.073,8.61,42.8,6.27,3.69,13.65,17.34,11.81,44.65,55.35,-5.8,5.90E-05,5,1,5,0,0,3,25.15,41.12,477
5CH9,90,99.86,90,50.822,79.643,90.066,362,-0.283,6.26,37.57,8.56,6.08,14.64,18.78,9.39,46.41,53.59,-12,1.50E-09,20,8,44,3,15,68,32.64,45.52,647
5CIK,90,90,90,58.179,103.673,136.063,399,0.038,5.66,46.12,6.52,4.26,10.78,17.79,8.52,47.62,52.38,-11.4,4.20E-09,29,7,35,0,9,47,22.57,51.87,765
5CK9,90,90,120,52.19,52.19,197.84,117,-0.252,8.5,37.61,6.84,5.98,17.09,16.24,10.26,44.44,55.56,-7.4,3.50E-06,2,7,13,3,13,35,26.88,46.25,176
5CKD,90,98.79,90,69.858,32.462,85.263,119,-0.178,8.88,38.66,6.72,5.88,16.81,15.13,10.92,43.7,56.3,-8.2,1.00E-06,4,9,14,4,15,34,25.29,46.47,188
5CKN,90,90,90,83.64,91.34,127.09,278,-0.55,5.77,25.54,14.03,4.68,12.59,17.99,18.35,40.29,59.71,-13.1,2.40E-10,19,16,23,0,14,8,24.4,36.04,411
5CR4,90,90,90,84.24,113.98,144.94,230,-0.842,10.85,32.17,8.7,2.61,25.22,17.83,8.7,42.17,57.83,-9.6,8.70E-08,14,9,31,0,2,6,35.61,33.62,433
5CRB,90,90,90,62.41,76.355,88.429,193,-0.368,5.91,39.9,7.77,4.66,10.36,20.73,10.36,44.04,55.96,-9.4,1.30E-07,17,7,9,0,7,18,23.31,39.85,349
5CRY,90,128.08,90,159.654,82.58,107.694,348,-0.33,6.96,35.63,7.76,6.03,13.22,20.98,12.93,42.53,57.47,-7.4,3.90E-06,1,5,4,13,18,3,32.17,32.99,607
5CT6,90,90,90,74.901,74.901,112.351,180,-0.194,9.65,43.33,8.33,2.22,11.67,19.44,12.78,40,60,-8.3,7.90E-07,0,0,8,2,10,7,19.67,40.57,344
5CXO,90,90,90,53.047,101.935,120.856,148,-0.466,5.04,36.49,6.08,3.38,15.54,25,10.81,43.92,56.08,-12.1,1.40E-09,6,13,21,4,28,29,34.48,39.41,264
5CZJ,90,90,90,124.865,124.865,124.865,320,0.058,7.02,45,8.75,4.06,12.81,16.25,8.75,42.19,57.81,-9.3,1.60E-07,6,8,12,4,22,25,27.78,47.22,558
5CZK,90,125.3,90,169.14,76.098,125.831,605,-0.389,5.19,35.37,11.24,3.64,12.56,23.14,10.08,47.6,52.4,-14.8,1.40E-11,19,7,41,2,19,30,28.75,37.47,1081
5D7B,90,90,120,143.393,143.393,197.783,349,-0.266,4.37,36.68,10.6,2.87,9.74,23.21,12.61,43.84,56.16,-11.1,7.00E-09,17,20,26,1,12,20,30.43,39.37,695
5D7O,90,90,90,78,78.17,114.241,310,-0.162,6.1,34.84,10,6.45,13.87,18.06,11.61,49.03,50.97,-11.8,2.40E-09,0,2,12,0,28,55,32.04,39.13,529
5D7Q,90,90,90,77.34,78.17,114.68,304,-0.147,5.88,34.87,10.2,6.58,13.82,18.09,11.18,49.34,50.66,-11.7,2.50E-09,0,2,13,0,28,55,31.66,40.09,541
5DA1,90,90,90,77.317,77.317,204.693,229,-0.194,8.24,35.81,10.48,3.49,16.59,13.54,12.66,44.98,55.02,-9,2.30E-07,1,1,11,1,17,30,25.63,43.99,343
5DGQ,90,97.72,90,61.928,102.318,90.28,586,-0.407,5.76,34.13,11.43,5.63,12.12,23.72,9.9,46.59,53.41,-13.1,2.50E-10,14,28,33,7,17,31,27.15,33.28,1222
5DK5,90,90,90,66.259,67.624,178.002,308,-0.304,5.71,31.17,11.69,7.14,12.34,22.4,10.71,49.35,50.65,-9.6,8.70E-08,14,16,12,6,14,5,30.12,35.76,467
5DQV,90,94.13,90,47.061,53.432,82.61,211,-0.219,4.88,40.76,7.11,2.84,15.17,22.27,9.95,47.39,52.61,-8.3,8.90E-07,6,4,20,0,7,57,36.47,36.47,365
5DTJ,90,90,90,79.487,113.367,227.117,545,-0.11,5.65,40,10.83,2.75,10.09,17.25,10.64,46.06,53.94,-7.9,1.50E-06,4,5,12,2,11,27,26.78,42.75,913
5DUQ,90,103.31,90,112.1,197.424,56.779,383,-0.032,7.66,33.68,8.62,4.44,12.27,18.54,17.49,43.08,56.92,-8.6,5.20E-07,11,11,7,2,5,16,28.07,32.02,592
5DW8,90,101.91,90,49.008,105.687,53.313,283,-0.315,5.81,39.58,8.13,1.41,12.72,23.32,10.25,44.88,55.12,-12.3,1.00E-09,7,20,19,15,31,21,25.65,36.31,463
5DZU,90,95.14,90,75.458,124.769,37.876,188,-0.012,7.72,38.3,10.64,3.72,9.04,19.15,11.17,43.62,56.38,-7.3,4.30E-06,1,4,10,3,12,12,20.76,48.1,258
5E2C,90,90,90,51.684,60.202,96.268,132,-0.011,4.92,51.52,4.55,0.76,12.12,18.94,11.36,44.7,55.3,-5.8,5.60E-05,6,7,4,3,10,8,32.31,44.62,257
5E4Y,90,90,90,58.346,79.946,142.177,361,-0.152,6.3,38.23,9.7,4.99,12.19,17.45,13.02,42.38,57.62,-8.6,5.10E-07,15,13,20,2,6,19,27.4,42.69,646
5E6K,90,96.76,90,76.609,105.448,89.332,617,-0.451,6.4,35.01,9.08,4.38,14.75,20.58,11.51,43.27,56.73,-19.9,2.60E-15,11,18,27,6,56,39,35.11,34.66,1001
5ECD,90,90,120,121.45,121.45,51.74,138,-0.323,9.31,36.23,6.52,5.8,18.12,19.57,10.87,47.83,52.17,-10.6,1.80E-08,5,4,18,0,20,40,31.75,41.8,259
5ED6,90,94.7,90,78.356,46.385,64.077,128,-0.109,6.88,42.97,5.47,4.69,16.41,17.97,7.03,43.75,56.25,-18.3,3.60E-14,21,10,62,3,29,72,31.97,39.46,220
5EJJ,90,90,90,77.531,149.808,226.42,564,-0.378,7.47,32.98,10.28,3.01,13.48,21.45,15.07,45.21,54.79,-9.5,1.10E-07,1,9,9,10,23,17,26.92,37.53,824
5EQN,90,90,90,53.88,95.09,138.24,359,-0.45,6.43,37.88,7.52,3.34,15.32,20.33,11.14,47.08,52.92,-7.1,6.30E-06,9,0,25,0,0,41,28.85,44.01,482
5EUF,90,94.86,90,155.159,50.266,147.889,419,-0.372,7.46,35.08,10.02,1.67,15.51,23.15,11.46,43.91,56.09,-9.7,8.30E-08,10,4,26,3,8,19,33.39,34.54,708
5EUM,90,90,90,95.237,95.237,60.87,258,-0.3,5.06,42.25,6.2,0.78,12.79,25.19,11.24,46.51,53.49,-9.3,1.40E-07,6,18,12,21,30,12,33.9,34.18,565
5EYG,90,90,90,72.089,78.88,112.409,265,-0.244,6.39,34.34,10.57,5.66,12.83,24.15,8.68,47.17,52.83,-10.5,1.80E-08,13,14,20,7,15,18,30.06,34.83,496
5EYI,90,90,90,75.299,75.299,199.489,225,-0.097,7.91,37.33,10.22,4,13.78,13.78,13.33,45.78,54.22,-8,1.40E-06,6,9,15,3,11,9,25.55,45.11,349
5F1Y,90,91.94,90,71.324,54.721,86.26,343,-0.371,4.61,34.11,11.08,4.08,11.66,23.62,10.2,49.85,50.15,-10.2,3.40E-08,14,13,18,4,14,14,33.33,35.76,621
5F5X,90,95.27,90,55.116,117.728,54.852,346,-0.375,4.61,34.1,10.98,4.05,11.56,23.7,10.4,49.42,50.58,-9.9,5.90E-08,15,12,16,5,14,14,33.04,36.09,570
5FAS,90,90,90,73.08,75.8,106.67,242,-0.496,7.94,33.47,11.16,2.89,14.88,24.38,10.74,47.11,52.89,-10.1,4.00E-08,19,17,16,2,6,10,33.65,29.87,534
5FAT,90,90,90,73.11,75.75,106.65,243,-0.51,8.77,33.33,11.11,2.88,15.23,24.28,10.7,46.91,53.09,-10,5.00E-08,18,16,16,2,6,10,34.27,29.6,532
5FD8,90,90,90,58.777,83.683,130.845,331,-0.26,6.51,33.23,9.06,3.32,12.99,19.03,18.73,41.99,58.01,-16.4,9.10E-13,13,22,24,23,50,9,30.24,31.13,602
5FDH,90,90,90,90.4,90.4,172.63,250,-0.572,8.12,32.4,10.8,3.2,17.6,23.6,10,45.6,54.4,-9.9,5.80E-08,19,18,16,2,6,10,33.53,31.12,498
5FIS,90,90,90,82.86,135.7,51.46,243,-0.389,8.13,32.92,8.64,4.12,17.7,24.28,9.88,48.15,51.85,-19.1,1.10E-14,33,32,61,8,24,73,36.42,26.57,480
5FN8,90,90,90,84.41,131.16,141.31,190,-0.631,8.33,26.84,12.11,4.21,13.16,21.05,16.84,40.53,59.47,-8.5,6.10E-07,4,1,6,1,6,14,23.12,34.38,170
5FSH,90,90,90,95.309,207.07,58.903,467,-0.066,7.26,47.97,8.14,1.07,14.13,17.77,5.14,50.96,49.04,-12,1.60E-09,22,14,55,1,11,115,34.31,48.69,802
5FT0,90,107.68,90,72.04,65.02,85.4,281,-0.126,5.93,35.59,11.03,3.2,13.88,22.06,9.96,43.77,56.23,-10.3,2.80E-08,8,4,25,4,12,35,27.18,37.91,402
5FUM,90,90,90,78.66,110.757,227.571,548,-0.109,5.65,40.15,10.77,2.55,10.04,17.15,10.95,45.8,54.2,-8.5,5.50E-07,4,6,12,2,13,28,26.53,42.18,826
5FYA,90,90,90,145.906,145.906,145.906,314,-0.079,6.31,44.9,4.14,2.55,13.06,19.75,9.55,45.86,54.14,-9.9,5.80E-08,5,2,18,2,23,51,29.15,48.98,482
5FZY,90,90,90,102.95,114.24,98.77,187,-0.056,7.72,37.43,9.09,3.74,9.63,19.79,12.83,44.92,55.08,-7.4,4.10E-06,5,8,13,0,6,7,22.41,46.21,248
5GKC,90,103.2,90,70.614,45.63,80.988,252,-0.544,9.03,32.54,10.32,3.57,19.44,18.65,10.32,41.27,58.73,-10.7,1.40E-08,19,13,37,1,6,23,34.8,38.01,427
5GKJ,90,90,90,128.22,70.12,70.85,252,-0.389,9.29,38.1,5.56,1.98,18.65,19.84,10.71,53.97,46.03,-17.6,1.30E-13,51,36,47,2,24,29,42.9,37.54,326
5GNX,90,125.61,90,125.247,95.697,94.976,467,-0.484,6.28,37.47,11.13,2.57,14.99,19.06,9.21,44.75,55.25,-10.6,1.60E-08,14,10,43,2,6,4,34.17,38.46,939
5GOM,90,92.23,90,146.108,45.982,146.18,422,-0.344,6.29,34.12,7.58,4.27,15.88,23.7,11.61,45.73,54.27,-8.7,4.00E-07,14,13,21,4,5,19,36.36,31.99,722
5GXJ,90,90,90,55.206,55.206,250.135,224,-0.33,4.79,43.75,7.14,2.68,11.61,17.86,12.05,42.41,57.59,-7.8,2.00E-06,7,10,13,0,9,24,30.96,42.26,236
5GXP,90,90,90,60.84,102.59,115.71,223,-0.06,8.41,38.12,7.62,6.28,8.52,16.14,19.73,40.36,59.64,-9.3,1.40E-07,1,8,6,11,16,11,14.79,36.01,357
5H0I,90,117.14,90,145.73,70.21,118.28,448,-0.386,5.16,35.94,9.6,3.79,11.83,21.43,12.72,42.63,57.37,-10.1,3.70E-08,8,6,26,0,6,6,26.94,36.43,774
5H6T,90,90,90,122.162,128.068,159.304,481,-0.036,4.92,46.15,4.37,3.12,12.27,18.09,10.6,47.82,52.18,-8.2,9.50E-07,16,19,28,9,13,31,31.25,47.74,959
5HAP,90,90,120,121.9,121.9,161.451,241,-0.473,8.78,34.02,11.2,2.9,14.94,24.07,10.37,46.89,53.11,-10.2,3.30E-08,18,18,16,2,7,10,34.06,29.69,519
5HBF,90,107.13,90,51.143,106.661,85.67,480,-0.417,7.27,33.33,11.67,4.17,11.67,19.79,13.54,41.88,58.13,-13.2,2.00E-10,7,9,23,5,22,29,26.41,32.39,785
5HCU,90,90,90,78.575,114.346,226.617,543,-0.113,5.65,39.96,10.87,2.76,10.13,17.31,10.5,46.22,53.78,-7.3,4.10E-06,4,4,12,2,9,26,26.88,43.43,916
5HFO,90,90,120,144.08,144.08,53.13,246,-0.48,7.32,34.15,10.98,2.85,15.04,24.39,10.16,46.75,53.25,-9.9,5.50E-08,19,14,16,2,6,10,34.15,30.49,520
5HFS,90,90,120,37.69,37.69,184.15,72,-0.056,9.96,43.06,6.94,2.78,13.89,16.67,13.89,41.67,58.33,-12.5,6.30E-10,4,12,40,2,21,54,27.03,45.05,90
5HGW,90,90,90,116.69,121.35,71.29,185,-0.266,5.89,36.76,9.73,5.41,15.14,18.92,5.95,45.41,54.59,-4.9,2.60E-04,2,0,7,0,6,48,26.56,51.56,300
5HIF,90,90,90,57.6,88.15,119.8,299,-0.083,7.04,43.81,8.36,2.01,12.04,17.39,10.37,33.78,66.22,-17.9,6.90E-14,12,22,34,13,58,47,23.53,52.94,564
5HKE,90,90,90,90.79,87.356,86.766,333,-0.446,5.24,33.33,11.11,2.1,12.61,25.23,12.01,43.24,56.76,-21.7,1.20E-16,12,36,41,16,63,50,28.34,35.94,626
5HMD,90,101.12,90,56.154,99.415,77.183,458,-0.034,4.84,44.76,6.55,3.49,12.66,18.34,8.52,47.82,52.18,-19.4,6.30E-15,35,16,86,5,25,90,36.2,43.84,888
5HQ3,90,90,90,89.534,89.534,395.305,548,-0.313,5.54,37.23,11.5,2.37,11.5,18.98,9.31,45.99,54.01,-7.7,2.20E-06,3,4,15,2,10,27,31.32,40.47,940
